PuzzleId,FEN,Moves,Rating,Themes
de6vC,3qk2r/1p3pp1/p2Np3/3pP2p/8/6P1/PPr4P/3R1RK1 b k - 1 19,e8e7 f1f7,1061,endgame hookMate master mate mateIn1 oneMove
1fo1J,rn1qkbnr/pp2pppp/2p3b1/8/3PN3/4Q3/PPP2PPP/R1B1KBNR b KQkq - 4 6,b8d7 e4d6,1062,mate mateIn1 oneMove opening pin smotheredMate
aC6rw,r1bqkbnr/1p3ppp/p1n1p3/2p3N1/2BP4/4PQ2/PP3PPP/RNB1K2R b KQkq - 1 7,c5d4 f3f7,1062,attackingF2F7 mate mateIn1 oneMove opening
wluM7,r3r3/pq1p1pkp/1p2p1p1/3N4/2P1n3/1P4P1/PQ2PP1P/R4RK1 b - - 1 18,g7f8 b2h8,1062,mate mateIn1 middlegame oneMove
P614Q,rnbqkbnr/pppp1p1p/8/3NP1p1/3P1p1P/8/PPP1Q1P1/R1B1KBNR b KQkq - 0 8,g8e7 d5f6,1063,mate mateIn1 oneMove opening smotheredMate
oVCjl,r1b1r1k1/ppp2ppp/8/8/8/P2P1N2/1P2BPqn/RNBQKR2 w Q - 2 14,f1g1 h2f3,1063,mate mateIn1 oneMove opening
FjyYf,r2qk2r/p2p2b1/b1p2p1p/2B1p1p1/4P3/2N5/PPP2PPP/R2QK2R b KQkq - 1 14,a8b8 d1h5,1064,mate mateIn1 middlegame oneMove
g7oCS,4kb1r/p1p2ppp/8/1p2q3/1P4n1/P2Pp1Pb/1BP2P1P/R2QR1KB w k - 0 18,b2e5 e3f2,1064,advancedPawn kingsideAttack mate mateIn1 middlegame oneMove
9aZtb,1k2r3/1b3p1B/p2P4/P1q4p/1pP5/7p/Q5PB/1N4K1 w - - 1 38,a2f2 e8e1,1065,mate mateIn1 middlegame oneMove pin
nBe9X,r7/pR2Rp1p/P1k1p3/2Pp4/3Pp3/3r4/4KP2/8 b - - 4 33,d3d4 e7c7,1065,blindSwineMate endgame master mate mateIn1 oneMove rookEndgame
KGH2w,r4rk1/ppb2ppp/2nqp3/3p4/3Pn1bB/2P2N2/PPQN1PPP/RB3RK1 b - - 15 13,e4d2 c2h7,1066,kingsideAttack mate mateIn1 middlegame oneMove
skqeC,3q1r1k/1p5R/5p2/2b1nP1P/1pP1P2P/3p2Q1/rPN5/2K3R1 b - - 1 26,h8h7 g3g7,1066,mate mateIn1 middlegame oneMove
EhwTF,3r2rk/1p1RQ1pp/pq6/4N3/5P2/1P5P/P5P1/5b1K b - - 4 33,d8d7 e5f7,1067,endgame mate mateIn1 oneMove smotheredMate
dlaZc,r3k2r/ppp2ppp/2n5/4p1q1/2B1Pn2/2NPQ3/PP2bPPP/R4RK1 w kq - 10 13,c3e2 g5g2,1067,kingsideAttack mate mateIn1 middlegame oneMove
vH8dm,1r4k1/6pp/q3b3/3p4/BP1Qp3/2P2pP1/3K1P1P/2R5 w - - 1 35,a4b3 a6e2,1067,endgame mate mateIn1 oneMove swallowstailMate
TZY3o,8/p1RR4/1p3kp1/7p/3N1K2/1P4P1/1P2rr2/8 w - - 2 36,d4f3 g6g5,1068,endgame master mate mateIn1 oneMove
xdhA4,rnbq1b1r/pp4p1/1k1p1p1p/1Qp5/1N6/8/PPPP1PPP/R1B1KB1R b KQ - 1 12,b6c7 b4d5,1068,mate mateIn1 oneMove opening
TN2OA,rnb1kb1r/pp1p1ppp/2p5/3N2B1/3q4/2n5/PPP1Q1PP/R3KB1R b KQkq - 1 10,c3e2 d5c7,1069,mate mateIn1 oneMove opening
0ScRO,r2r3k/1p2pB2/2p1P1Qp/6pP/qP1p1b2/5P2/p1P5/K2R3R b - - 5 33,d4d3 g6h6,1070,kingsideAttack master mate mateIn1 middlegame oneMove
brZgk,3R3N/6p1/4p2p/7k/8/3p1R1P/2rr4/5K2 w - - 4 43,d8d3 c2c1,1070,endgame master mate mateIn1 oneMove
9dAeg,r1b1q2r/ppp1k2p/3pPP2/3Pn2Q/8/5N2/P1P4P/b4K1R b - - 0 17,e7f6 h5g5,1071,mate mateIn1 middlegame oneMove
XgFHO,7k/p6p/6p1/1PQ2p2/3p4/5PKP/4q3/8 b - - 4 40,d4d3 c5f8,1071,endgame mate mateIn1 oneMove queenEndgame
7nD4y,4rrk1/2p2p2/p6p/2pp1Q1q/P4R2/2P1K1p1/1P2P1B1/R3B3 w - - 6 26,e3d3 h5e2,1072,mate mateIn1 middlegame oneMove
WqCiw,5r1k/p1r5/1p2p2Q/2p3R1/7P/6P1/P4P1K/3q4 b - - 2 39,c7h7 h6f8,1072,endgame hangingPiece mate mateIn1 oneMove
uSRNl,6r1/pp1kb3/2n1p1qp/3pP3/3p1PP1/1PP2Q2/P2N2P1/2KR3R w - - 1 24,c3c4 e7a3,1072,mate mateIn1 middlegame oneMove
JuWFy,8/1p3pp1/7p/3Q2k1/PKP3P1/1P2r2P/3pr3/8 b - - 2 42,g5g6 d5f5,1073,endgame mate mateIn1 oneMove queenRookEndgame
fhNQQ,8/N2Rb1kp/1P3pp1/8/1P1B4/2P2n2/4r3/7K w - - 1 43,a7c6 e2h2,1073,arabianMate endgame mate mateIn1 oneMove
LSThA,r1b3k1/ppp3p1/3p3B/4p1Qn/3nP3/2NP3P/PPPK1qP1/R6R w - - 7 20,d2c1 f2c2,1074,mate mateIn1 middlegame oneMove queensideAttack
3lJtP,r6r/pp2ppk1/2n3p1/3p4/1P1PP1B1/P4Qq1/1B1N4/2R1R2K w - - 4 24,g4h3 h8h3,1075,kingsideAttack mate mateIn1 middlegame oneMove
f6U4P,2kr1b1r/N3p2p/1n2bpp1/2p1q3/8/5Q2/PRPP1PPP/2BK3R b - - 0 18,c8d7 f3c6,1075,mate mateIn1 middlegame oneMove
0llE5,rn3rk1/1b3p1p/4pp2/pp5Q/2pP1q1N/2P5/PPB2PPP/3R1RK1 b - - 3 17,f4g5 h5h7,1076,kingsideAttack mate mateIn1 middlegame oneMove
Pc0nl,8/1q6/R6p/k1P4n/p1Q5/Pp6/1P3K2/8 b - - 12 49,b7a6 c4b4,1076,endgame master mate mateIn1 oneMove
x8poM,1Q4k1/p6p/1p2pPq1/3p4/3Pp2P/BP2P3/P1r3PK/8 b - - 8 31,g8f7 b8f8,1076,endgame master mate mateIn1 oneMove
V6Zx5,rnbqkb1r/pp2nppp/8/4N3/2B5/8/PPPPQPPP/R1B1K2R b KQkq - 0 8,b8c6 c4f7,1077,attackingF2F7 mate mateIn1 oneMove opening
qsgvp,1k1r3r/1p1n1R1p/2p5/1bPp1Q2/pP1P2B1/P3q2P/3N4/R1BK4 w - - 0 25,d2f3 e3e2,1077,mate mateIn1 middlegame oneMove
A1ZqQ,r1bq1r2/pp1p2pp/5bk1/2pQ4/6P1/8/PPP2P1P/RNB2RK1 b - - 0 14,d7d6 d5h5,1078,mate mateIn1 middlegame oneMove
Nyn1y,5k2/R4p2/4PK1p/8/8/5p1P/8/5r2 b - - 2 52,f7e6 a7a8,1078,endgame mate mateIn1 oneMove rookEndgame
mn8eE,r1b1k2r/2p2ppp/pbn2Nq1/1p6/3P4/5N2/PP3PPP/R1BQR1K1 b kq - 2 14,e8f8 e1e8,1078,mate mateIn1 oneMove opening
BkjoS,r1b1r1k1/1p2ppbp/pq1p2P1/8/4n3/1B5P/PPP3PN/R1BQ1RK1 w - - 1 16,g1h1 e4g3,1079,mate mateIn1 oneMove opening
NqhQn,r4rk1/pb1p1ppp/2p1p3/4P1q1/5n2/1P1Q4/PBP1BPPP/R4RK1 w - - 7 15,b2c1 g5g2,1079,kingsideAttack mate mateIn1 middlegame oneMove
w0c5t,8/4P3/8/8/7K/5k2/8/6q1 w - - 0 74,e7e8q g1g4,1079,endgame master mate mateIn1 oneMove queenEndgame
EedKq,r1b1k2r/ppp1pB1p/5np1/qN2b3/8/1Q2B3/PP3PPP/R4RK1 b kq - 9 17,e8f8 e3h6,1080,mate mateIn1 middlegame oneMove
Zb6Ma,6rk/p3b2p/1p2QP2/3q4/3P4/1P4rP/P7/2R2R1K w - - 0 31,e6d5 g3h3,1080,endgame mate mateIn1 oneMove
2hm2v,r2qr2k/5Q1p/3p1ppB/p1p2p2/1p6/3P3P/PPP1bR2/R5K1 b - - 5 22,d8e7 h6g7,1081,mate mateIn1 middlegame oneMove
U9c3B,r1bqR1kr/ppp2p1p/7B/1B1p3N/3n4/6b1/P1P2PPP/5RK1 b - - 1 16,d8e8 h5f6,1081,mate mateIn1 middlegame oneMove
1KAsX,r1qb3r/1pN2pp1/pB1kb1n1/4p1Pn/4P2P/1N1Q4/PPP5/2K2B1R b - - 1 19,d6e7 b6c5,1082,master mate mateIn1 middlegame oneMove
RXl4E,8/p2Q1pk1/1p5p/4p1pq/8/1P2BRKP/P5P1/7r w - - 0 38,d7f5 h5h4,1082,endgame master mate mateIn1 oneMove
q2DeW,r2r1nk1/p3qNp1/1pb1p3/3nP1NQ/3p3P/P7/1P3PP1/2R2RK1 b - - 0 20,d5f4 h5h8,1082,mate mateIn1 middlegame oneMove
EWTqi,4k3/5RKR/1r6/5p1P/p1p1b3/2P3N1/P5P1/6r1 b - - 4 48,g1g2 h7h8,1083,endgame mate mateIn1 oneMove
d7OvR,3rq3/5R2/1p2p1Bk/p3P2p/3p3P/P1P3P1/1P6/1K3R2 b - - 0 33,h6g6 f1f6,1083,blindSwineMate endgame mate mateIn1 oneMove queenRookEndgame
vggZa,r1b2k1r/ppppnp1p/1bn2Np1/4p3/P1B1P3/3P1N2/1PP2PPP/R1B1K2R b KQ - 0 10,a7a5 c1h6,1083,mate mateIn1 oneMove opening
FE6mk,5br1/R2R1p2/1pk1p2p/8/2P5/1PnK2P1/7P/8 b - - 2 32,f8b4 a7c7,1084,blindSwineMate endgame mate mateIn1 oneMove
WpmGo,4r1k1/pp3p2/2p2B2/8/2pPbq1N/2P4P/PP1Q1PPb/R4K2 w - - 1 25,d2f4 e4d3,1084,mate mateIn1 middlegame morphysMate oneMove
zuOTK,5rk1/pp1n2pp/3b4/2ppq3/6Q1/2NP4/PPPB2PP/R5K1 w - - 5 17,a1e1 e5h2,1084,kingsideAttack mate mateIn1 middlegame oneMove
aGVnN,4r1k1/pR1b3p/2p2n2/5p2/P1P5/2NP1RP1/5KBP/2r5 w - - 7 31,c3e2 f6g4,1085,mate mateIn1 middlegame oneMove
087QQ,4r1k1/5pp1/7p/Rp6/1P1Pp3/P4q2/1B5P/Q1RK4 w - - 2 33,d1c2 f3d3,1086,dovetailMate endgame mate mateIn1 oneMove
dVvU0,3r1rk1/pb3ppp/1p6/2bq4/3n4/P4N2/1PQBBPPP/R4RK1 w - - 2 18,f3d4 d5g2,1086,kingsideAttack mate mateIn1 middlegame oneMove
6aJZl,5r1k/3b2b1/1Q4pp/4p1P1/4P3/5BK1/1R3B2/5q2 w - - 0 48,b6g6 f1h3,1087,master masterVsMaster mate mateIn1 middlegame oneMove
K4bpk,r5k1/pp3ppp/8/7N/3q4/1P3P2/P2nr1PP/R2QK2R w KQ - 0 20,e1e2 a8e8,1087,master mate mateIn1 middlegame oneMove
p2AEO,1k5r/3qn3/pP6/8/5BP1/2b2Q1p/7P/5R1K b - - 1 29,b8c8 f3a8,1087,mate mateIn1 middlegame oneMove
1O6uU,rn2kb1r/pQpqpppp/5n2/6N1/4p3/2N5/PPPP1PPP/R1B1K2R b KQkq - 0 8,d7c6 b7c8,1088,mate mateIn1 oneMove opening
T4aLn,6k1/1pq1b3/pnnR2Q1/3p4/3P4/2P1Br1P/PP3P1K/8 b - - 1 25,g8f8 e3h6,1088,mate mateIn1 middlegame oneMove
wVD4F,r1q2rk1/ppp1bppp/3p1n2/8/2PQN3/1P4Pb/PB2PPBP/R4RK1 b - - 4 12,f6e4 d4g7,1088,kingsideAttack mate mateIn1 middlegame oneMove
NlwXj,2kr2n1/p1p5/p3p3/3p4/6PQ/P1N4p/1P1q3P/4RR1K w - - 5 29,f1f3 d2g2,1089,mate mateIn1 middlegame oneMove
oTHN2,5k2/3Q4/6P1/8/3pP2P/3P4/1p3K2/7r b - - 0 56,b2b1q d7f7,1089,endgame mate mateIn1 oneMove
PijEt,2b2r2/2q2Nk1/2pNppBp/1pPn4/1n1P4/6P1/5PP1/2Q1R1K1 b - - 3 26,g7g6 c1h6,1090,mate mateIn1 middlegame oneMove
jby51,r2qkbn1/pp1n1Pp1/2p1p3/6p1/2BP4/8/PPP1QPP1/R1B1K1Nr b Qq - 0 11,e8f7 e2e6,1090,dovetailMate mate mateIn1 oneMove opening
3swGC,4rk2/8/6Q1/8/8/3B1P2/6PP/q4K2 w - - 3 44,f1f2 a1e1,1091,endgame mate mateIn1 oneMove
OSlnY,5k2/2R5/p2p1K2/3Pr3/8/8/P7/8 b - - 2 47,e5d5 c7c8,1091,endgame mate mateIn1 oneMove rookEndgame
nAjJj,r1b5/ppp1q1k1/8/3p1nNQ/3P4/8/P4PPP/R5K1 b - - 2 23,g7f8 h5h8,1091,mate mateIn1 middlegame oneMove
AaBEn,7B/5k1R/1p1p1Pp1/p1r1n3/8/2n1N3/6K1/8 b - - 1 50,f7e6 h7e7,1092,endgame epauletteMate mate mateIn1 oneMove
SUmE6,rn1q1rk1/pp3ppp/8/2bp4/2BN1PP1/3Q4/PPPB2P1/R3K2R b KQ - 0 13,d5c4 d3h7,1092,kingsideAttack mate mateIn1 middlegame oneMove
qGhlR,6k1/6p1/1N3b1p/2p5/7P/1n6/1P3r2/2KR3R w - - 1 43,c1b1 f2b2,1092,endgame mate mateIn1 oneMove operaMate vukovicMate
AhYGe,r3r1k1/p1R2pbp/n2p2q1/6N1/5Bb1/3NP3/P1P2PPQ/4KB2 w - - 1 18,c7f7 g7c3,1093,bodenMate mate mateIn1 middlegame oneMove
UlxKb,5r1k/p5pp/2Q5/2p5/8/2N5/P1r2qPP/R3R2K w - - 1 22,c3e4 f2g2,1093,mate mateIn1 middlegame oneMove
mqgBc,2kr2nr/ppp3p1/3b3q/5pp1/3p4/P2P2P1/1PPQ1PBP/R1B2RK1 w - - 2 18,d2g5 h6h2,1093,kingsideAttack mate mateIn1 middlegame oneMove
482c3,1k4r1/p1Q5/1p6/2bP3q/2P2BP1/6K1/PP4P1/8 b - - 0 36,b8a8 c7c6,1094,endgame mate mateIn1 oneMove
OcZsh,8/8/2Rkpp2/6p1/p2P3r/P3K3/1r3PP1/2R5 b - - 3 38,d6d5 c1c5,1094,blindSwineMate endgame master masterVsMaster mate mateIn1 oneMove rookEndgame
mAClN,r2q1bkr/pp1np1p1/5n1p/3p3P/3P4/3B1P2/PPP1Q3/RNB1K2R b KQ - 2 14,d8c7 e2e6,1094,mate mateIn1 oneMove opening
77VcX,6k1/1R5p/3b4/p5p1/P1b1BPP1/4BK2/2P4r/8 w - - 6 44,f4g5 c4e2,1095,endgame master mate mateIn1 oneMove
biMRq,8/5Q2/7k/4PP1p/7K/6P1/1P2p2P/5q2 b - - 2 51,e2e1q f7g6,1095,endgame mate mateIn1 oneMove queenEndgame
tHGHG,8/8/1R6/2P3r1/5n2/5p2/k4BpP/2R3K1 w - - 9 45,c1e1 f4h3,1095,endgame mate mateIn1 oneMove
BRYUq,r1b1k2r/ppppqppp/8/2b1n3/8/2P3BP/PP2PPP1/RN1QKB1R w KQkq - 0 9,b1d2 e5d3,1096,mate mateIn1 oneMove opening pin smotheredMate
Y1fz1,3r1rk1/1pp2ppp/p2b2n1/7q/4NP2/1PQ3P1/PBP2P1P/R3R1K1 b - - 2 17,d6f4 c3g7,1096,kingsideAttack mate mateIn1 middlegame oneMove
nAD60,r1k5/P1p2p2/4qn1p/R3p1p1/NQ1p4/1P1P1P2/2r2KPP/7R w - - 0 30,f2g3 f6h5,1096,mate mateIn1 middlegame oneMove
NFHLQ,r2qr3/pb3pk1/1p2pp1N/n1pp3Q/3PP3/2P3P1/PP4PP/R1B3K1 b - - 0 17,e8h8 h5f7,1097,mate mateIn1 middlegame oneMove
bbs2W,r2qkb1r/1b2pppp/p4n2/1pBnN3/8/1BN5/PP3PPP/R2QK2R b KQkq - 1 12,d5c3 b3f7,1097,attackingF2F7 mate mateIn1 oneMove opening
w3cck,q5nk/5rpp/p3p3/1p2P1N1/2p2PP1/P2rBQ1P/1P6/5RK1 b - - 5 31,a8f3 g5f7,1097,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove smotheredMate
CWVc9,r4rk1/1b2bppp/p3pB2/1p6/3N1q2/2NB3Q/PPP3PP/1K1R4 b - - 2 17,b7g2 h3h7,1098,kingsideAttack mate mateIn1 middlegame oneMove
cssuH,7k/p2R4/1p3Np1/8/6P1/P3K3/1Pr4P/1b6 b - - 6 34,c2b2 d7h7,1098,arabianMate endgame master mate mateIn1 oneMove
0ETW8,6rk/1b4pp/3NQn2/p7/Pp3q1P/3P4/1P3PP1/1K2R3 b - - 2 25,b7d5 d6f7,1099,master masterVsMaster mate mateIn1 middlegame oneMove smotheredMate
HtPlK,r1bqkbnr/ppp2ppp/2n5/4p3/2BP4/4PQ2/PP3PPP/RNB1K1NR b KQkq - 2 5,e5d4 f3f7,1099,attackingF2F7 mate mateIn1 oneMove opening
krlmh,r2qkb1r/1ppb3p/p1np1p2/3Np3/B3P2N/8/PPP2PPP/R2Q1RK1 b kq - 1 12,c6d4 d1h5,1099,mate mateIn1 oneMove opening
2zFFM,rn1qkr2/pp2b3/2p3p1/4Qb2/4N3/1B6/PPPP2PP/R1B3K1 b q - 0 18,b8d7 e4d6,1100,mate mateIn1 middlegame oneMove
LsaU5,r1bq1k2/pppnp1b1/4Q3/3B4/3P4/4P3/PPP2PP1/RN2K3 b Q - 0 17,d7e5 e6g8,1100,mate mateIn1 middlegame oneMove
a1pj2,6rr/pp3Q2/1qp1Bp1k/3p1Pp1/6P1/7P/Pb6/4RR1K b - - 0 27,g8g7 f7h5,1100,mate mateIn1 middlegame oneMove
jRtEm,3rr1k1/pbp1bppp/1p2pn2/3qN1B1/3P4/2PB3P/PP3PP1/R2QR1K1 w - - 3 15,g5f6 d5g2,1100,kingsideAttack mate mateIn1 middlegame oneMove
